"","duration","Finished","consent","gender","age","residence","education","smartphoneuse","COVID_pos","COVID_pos_others","COVID_probability_1","COVID_pers_harm","COVID_sev_general","COVID_pers_concern","COVID_concern4others","COVID_lost_job","COVID_info_source_1","COVID_info_source_2","COVID_info_source_3","COVID_info_source_4","COVID_info_source_5","COVID_info_source_6","COVID_info_source_7","COVID_info_trust_1","COVID_info_trust_2","COVID_info_trust_3","COVID_info_trust_4","COVID_info_trust_5","COVID_info_trust_6","Gov_understand","Gov_helpful","COVID_govresponse_1","COVID_govresponse_2","COVID_govresponse_3","COVID_govresponse_4","COVID_govresponse_5","COVID_govresponse_6","COVID_govresponse_7","COVID_govresponse_8","COVID_govresponse_9","COVID_govresponse_10","COVID_govresponse_11","COVID_govresponse_12","COVID_govresponse_13","COVID_govresponse_14","COVID_comply_pers","ahal_abst","ahal_hyg","ahal_mask","ahal_luft","COVID_comply_percent","RKI_technology","RKI_data_access","attention_check","RKI_download","RKI_download_time","RKI_left_installed","RKI_blutooth","RKI_friends_family","RKI_deinstalled","RKI_reasons_open","RKI_reasons","RKI_future_download","RKI_reasons_not_open","RKI_reasons_not_down","COVID_test","positive_upload","reasons_noup_open","reasons_noupload","upload_fut","noup_fut_reasons_op","noupload_reasons","RKI_prevalence_app","RKI_mandatory","noupload_reasons_all","upload_other_reasons","cwa_warn","cwa_warn_understand_1","cwa_warn_understand_2","cwa_warn_understand_3","cwa_green_wastun","cwa_red_wastun","cwa_understand_open","reduce_lik_bt","return_activ_past","return_activ_fut","reduce_spread_past","reduce_spread_fut","ability_bt","decline_part_bt","proportionality_bt","sensitivity_bt","risk_of_harm_bt","trust_intentions_bt","trust_respectpriv_bt","data_security_bt","ongoing_control","acc_general_1","acc_general_2","acc_general_3","acc_general_4","acc_general_5","acc_general_6","wv_freemarket_best","wv_freemarket_lim","wv_lim_gov","sci_betterlives","sci_nextgenopp","Conspir_1","Conspir_2","Conspir_3","Conspir_4","Conspir_5","Conspir_6_rev","Conspir_7","free_text"
"42",1852,1,5,2,51,3,2,1,0,0,50,3,4,2,3,0,1,4,3,2,3,4,3,4,4,3,4,4,5,4,4,2,2,2,3,3,1,4,4,2,4,2,5,2,2,2,4,5,5,5,70,3,"1",4,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,40,1,"1,6",NA,NA,NA,NA,NA,NA,NA,NA,5,1,5,4,4,4,4,4,5,2,5,5,5,5,1,2,1,2,2,1,5,5,4,5,5,2,2,1,2,1,4,2,NA
"43",940,1,5,2,57,4,3,1,0,0,22,3,4,3,3,0,3,3,3,3,3,4,4,2,1,4,2,2,1,3,3,5,3,3,3,5,5,3,4,3,5,5,5,4,3,1,2,2,2,2,50,4,"7",1,2,NA,NA,NA,NA,NA,NA,NA,0,"Bin mir nicht sicher was das alles bringen soll .....akles ist nzr hskbherzig u d grosse fragen  kommen auf.","2",NA,NA,NA,NA,NA,NA,NA,29,0,"6",NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,2,3,4,1,5,4,1,1,1,2,3,4,4,4,4,3,2,7,7,3,3,2,4,3,2,4,2,1,NA
"44",778,1,5,2,36,3,3,1,0,1,49,2,4,3,4,0,4,1,2,2,3,4,4,4,1,2,3,4,4,4,3,3,4,2,4,3,4,4,5,5,3,5,5,2,3,3,4,5,5,2,40,1,"4",1,1,2,1,1,1,NA,"Unterstï¿½ï¿½tzung der Maï¿½ï¿½nahmen, mï¿½ï¿½gliche rechtzeitigere Warnung bei Risikokontakt, Richtlinien des ","2,4,6",NA,NA,NA,1,NA,NA,NA,1,NA,NA,60,0,"2,3,4,5",NA,1,5,2,4,"3,6,11","2,3,4,6,7,9,11,12","Wie wird das Risiko ermittelt? Was bedeuten die Warnstufen konkret?",3,1,2,2,2,3,6,5,6,2,5,5,4,1,2,3,2,2,2,2,3,5,5,5,7,1,2,1,1,1,4,1,NA
"45",1210,1,5,2,66,2,2,0,0,0,19,5,4,2,3,0,5,2,2,3,5,2,1,4,2,3,4,4,3,4,3,3,4,3,5,4,4,5,5,4,4,4,4,5,5,2,4,4,5,5,40,2,"7",1,2,NA,NA,NA,NA,NA,NA,NA,0,"kein smartphone","11",NA,NA,NA,NA,NA,NA,NA,15,0,"8","benachteiligungen oder kontrolle",NA,NA,NA,NA,NA,NA,NA,3,1,1,1,2,4,6,1,2,1,4,2,2,2,4,2,4,4,2,3,2,5,6,4,6,1,1,1,1,1,4,1,NA
"46",620,1,5,2,20,2,3,1,0,1,36,1,3,2,5,0,1,2,5,5,1,2,5,5,3,3,5,1,2,3,2,3,5,3,4,3,5,4,5,4,3,4,4,2,3,2,5,5,5,5,30,2,"1",1,2,NA,NA,NA,NA,NA,NA,NA,0,"Weil man sich selbst zu viele Sorgen macht und der Standort zu viel Akku verbrauchtm","1,2,3,4,5,6,8,9",NA,NA,NA,NA,NA,NA,NA,40,0,"1,4,5,6",NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,1,2,6,1,2,5,2,2,2,2,4,4,4,4,4,3,4,6,5,6,7,1,2,1,4,2,2,1,NA
"47",12,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",948,1,5,2,20,2,3,1,0,1,85,2,4,1,4,0,1,2,2,1,1,5,1,2,1,2,3,1,5,5,3,4,3,3,5,3,2,5,5,4,4,3,4,3,3,2,4,4,3,4,65,2,"1,2",1,2,NA,NA,NA,NA,NA,NA,NA,0,"Ich denke, dass die Neuinfektionen stetig steigen, sodass es unmï¿½ï¿½glich ist, Infektionsketten nachzuvollzie","1,3,4,5",NA,NA,NA,NA,NA,NA,NA,10,0,"5",NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,2,3,4,5,5,2,6,5,5,5,3,2,1,2,2,3,4,3,6,7,5,1,2,1,4,4,5,2,NA
"49",1352,1,5,2,29,5,2,1,0,1,0,1,3,1,1,0,1,1,2,1,1,1,1,2,3,3,2,2,1,1,2,4,4,3,4,4,4,4,4,4,4,4,4,2,4,2,4,4,5,4,60,2,"7",1,2,NA,NA,NA,NA,NA,NA,NA,0,"Ich mï¿½ï¿½chte das einfach nicht. Mir ist meine Privatsphï¿½ï¿½re","1,5,6,9,10",NA,NA,NA,NA,NA,NA,NA,70,0,"1,4",NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2,6,1,5,4,1,1,3,2,4,4,3,4,4,3,4,5,6,4,5,2,1,2,4,3,1,2,NA
"50",792,1,5,2,26,3,3,1,0,1,0,1,1,1,1,0,1,1,3,1,1,2,1,1,1,2,2,1,2,1,1,5,5,4,4,3,4,4,5,4,4,4,4,4,5,2,5,5,5,5,5,2,"2",1,2,NA,NA,NA,NA,NA,NA,NA,0,"Ich lasse mich nicht kontrollieren ","1,2,5,6,10",NA,NA,NA,NA,NA,NA,NA,56,0,"1,7",NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,2,4,1,1,5,1,1,1,1,4,4,4,4,4,4,5,5,5,4,4,5,5,4,5,5,1,5,NA
"51",550,1,5,2,18,5,3,1,0,1,51,4,3,2,4,0,4,5,3,2,4,2,2,3,2,3,4,5,5,3,3,2,5,2,4,5,5,2,5,4,3,5,5,3,5,2,5,5,5,3,60,2,"1,2,5,6",1,1,2,1,1,1,NA,"um zu sehen ob ich corona haben kï¿½ï¿½","2",NA,NA,NA,3,NA,NA,NA,1,NA,NA,30,0,"1,3,5",NA,2,5,5,5,"6","7","nein ",4,3,3,3,4,6,6,4,5,2,4,3,4,2,3,4,2,3,4,3,4,6,5,3,4,1,3,1,4,2,3,2,NA
"52",6,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",1243,1,5,2,22,2,2,1,0,1,80,4,5,5,5,0,2,4,4,1,2,1,1,4,4,4,2,3,2,4,3,3,1,5,4,3,5,2,4,4,3,2,3,3,3,2,4,5,5,4,60,1,"2",1,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3,NA,NA,NA,1,NA,NA,20,0,"5,6",NA,NA,NA,NA,NA,NA,NA,"Keine",5,2,3,3,4,2,5,5,3,3,4,4,5,5,3,3,2,2,3,2,5,4,5,6,6,4,4,3,3,2,4,4,NA
"54",5,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",772,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",198,1,5,1,18,6,2,1,0,1,8,2,2,3,2,1,2,3,5,5,3,3,4,5,4,3,3,3,4,1,2,2,2,1,2,2,3,2,2,2,2,3,2,2,2,2,2,4,5,3,1,4,"4",1,2,NA,NA,NA,NA,NA,NA,NA,0,"Alles","10",NA,NA,NA,NA,NA,NA,NA,2,1,"5",NA,NA,NA,NA,NA,NA,NA,NA,5,3,2,3,2,3,4,2,3,2,3,1,3,4,2,2,2,2,3,2,2,4,5,4,1,3,4,2,4,1,3,2,"Alles"
"57",280,1,5,2,19,4,2,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,2,2,2,2,20,4,"2",2,2,NA,NA,NA,NA,NA,NA,NA,0,"Weil sie Akku zieht und ich sie fï¿½ï¿½r komplett unnï¿½ï¿½t","4",NA,NA,NA,NA,NA,NA,NA,20,0,"6",NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,5,3,3,3,3,3,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,3,2,2,NA
"58",224,1,5,2,35,3,3,1,1,0,NA,NA,2,NA,3,0,3,3,5,3,4,3,3,2,1,4,4,5,2,3,4,4,2,4,3,3,3,5,5,3,3,5,4,5,5,2,4,3,4,1,60,4,"4",3,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2,"2","4,7",NA,NA,NA,10,0,"5",NA,NA,NA,NA,NA,NA,NA,"1",4,2,4,6,3,4,5,4,3,4,3,4,3,3,4,2,3,2,3,4,5,2,4,4,2,2,2,4,3,4,3,3,"Ok"
"59",445,1,5,2,30,1,3,1,0,0,70,3,4,3,4,0,2,4,2,4,5,4,3,5,5,3,2,4,4,3,4,5,3,3,4,5,3,4,5,3,3,5,4,3,4,2,4,5,4,5,80,1,"2",4,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,48,0,"1,4,7",NA,NA,NA,NA,NA,NA,NA,"Just feels like I have no. Ich denke das I have no idea how ",4,4,5,3,5,5,4,4,2,6,3,6,5,6,2,1,4,3,1,2,3,6,7,4,5,2,1,1,1,1,5,1,"Kindly send the following to the email and I would be grateful for "
"60",732,1,5,2,27,3,2,1,0,0,62,4,5,4,4,0,4,4,4,2,5,5,5,4,4,3,4,5,5,5,5,3,3,2,3,3,3,3,3,3,5,3,3,3,2,2,5,5,5,5,70,4,"1,2",1,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,80,0,"1,2,4,5,7",NA,NA,NA,NA,NA,NA,NA,NA,5,4,5,3,4,5,5,3,4,3,3,3,4,4,2,2,2,2,3,2,4,4,7,6,5,2,3,2,1,1,4,3,NA
"61",394,1,5,2,18,3,2,1,0,1,19,2,4,2,3,0,5,5,5,5,5,4,5,3,4,4,3,4,2,3,2,5,5,3,4,4,4,5,4,4,5,5,3,3,5,2,4,4,4,4,90,2,"2",2,2,NA,NA,NA,NA,NA,NA,NA,0,"Braucht man nicht","2",NA,NA,NA,NA,NA,NA,NA,50,1,"1",NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,4,3,3,4,2,4,4,3,5,4,5,1,2,2,3,2,1,2,5,6,6,3,3,4,4,3,4,5,4,NA
"62",430,1,5,2,30,6,2,1,0,1,50,4,4,4,5,0,2,3,4,3,4,4,1,2,4,4,3,4,4,4,4,4,3,2,4,4,4,4,4,4,3,4,4,4,4,2,4,5,5,4,20,2,"1",1,2,NA,NA,NA,NA,NA,NA,NA,0,"Da ich nicht meine Standortdaten herausgeben mï¿½ï¿½c","1,5,9",NA,NA,NA,NA,NA,NA,NA,40,0,"1,5,7",NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,3,3,3,6,1,5,6,3,1,1,2,4,4,4,4,4,4,4,2,6,3,3,2,4,1,3,2,2,4,NA
"63",461,1,5,2,31,6,2,1,0,0,2,2,4,2,2,0,2,2,2,2,2,2,2,3,3,2,3,4,4,4,2,2,2,1,2,2,2,2,2,2,2,4,2,2,2,3,4,4,4,4,45,2,"7",4,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,20,0,"1,3,5",NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,4,4,2,3,3,2,2,2,5,2,5,3,3,3,3,3,4,3,4,4,4,4,3,3,3,3,3,3,3,NA
"64",369,1,5,2,24,2,3,1,0,0,46,3,4,4,5,0,5,3,2,1,4,1,1,5,4,3,2,4,4,5,5,4,3,3,4,5,3,4,4,5,4,4,4,3,4,2,5,4,5,4,70,2,"1",1,2,NA,NA,NA,NA,NA,NA,NA,0,"Kein Speicher","1,5",NA,NA,NA,NA,NA,NA,NA,40,0,"2,5,6",NA,NA,NA,NA,NA,NA,NA,NA,4,1,3,2,2,3,4,3,5,3,3,4,2,1,3,2,3,2,2,1,4,4,5,5,6,1,1,1,1,1,4,1,NA
"65",590,1,5,2,30,2,1,1,0,1,87,4,2,3,4,1,3,2,4,4,4,2,1,4,3,4,4,4,2,2,3,3,5,3,5,4,4,4,4,4,5,4,3,4,5,1,2,4,4,3,30,3,"5",2,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,10,1,"3,6",NA,NA,NA,NA,NA,NA,NA,"Muss Mann Test sicher machen ",5,4,4,4,4,3,3,4,4,4,4,5,4,6,3,2,2,2,2,2,3,5,5,5,4,2,3,4,2,2,3,2,"Nein alles gut"
"66",443,1,5,2,47,1,5,1,0,1,83,5,5,5,5,0,1,1,1,1,5,1,1,2,1,3,3,3,3,3,4,4,3,3,4,2,2,4,5,5,5,5,5,5,4,2,5,5,5,5,60,1,"7",1,2,NA,NA,NA,NA,NA,NA,NA,0,"Will nicht immer Bluetooth aktiviert haben ","9",NA,NA,NA,NA,NA,NA,NA,25,0,"7",NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,4,6,3,5,1,4,4,2,2,1,1,2,2,1,1,5,5,4,4,4,1,1,1,1,1,5,1,NA
"67",620,1,5,2,27,1,5,1,0,1,77,4,4,4,5,0,4,5,5,4,5,4,1,4,3,4,5,5,5,2,2,4,4,3,3,4,3,3,5,4,4,4,4,4,4,2,3,2,4,3,50,2,"2",1,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,45,0,"2,5",NA,NA,NA,NA,NA,NA,NA,"Warum die Schulen nicht geschlossen werden obwohl soviel Haushalte aufeinandertreffen und man auï¿½ï¿½erhalb der Schule also drauï¿½ï¿½en sich nur mit einem Haushalt tref",2,1,2,1,2,1,6,2,2,1,6,3,1,2,3,3,3,3,1,2,4,5,4,4,4,2,3,3,2,2,1,3,NA
"68",789,1,5,2,18,5,2,1,0,1,50,2,5,2,3,0,2,4,4,5,5,4,1,5,3,4,5,5,5,4,3,3,4,2,2,3,3,3,4,2,3,4,3,3,3,2,4,5,5,4,30,2,"2,5,6",1,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3,NA,NA,NA,1,NA,NA,20,0,"1,2,5,6,7",NA,NA,NA,NA,NA,NA,NA,NA,4,1,3,4,5,5,6,2,4,3,3,3,2,5,3,2,3,3,2,3,2,6,7,6,7,2,2,2,4,4,5,2,NA
"69",855,1,5,2,31,6,2,1,0,0,50,2,4,2,4,0,3,3,2,2,3,4,2,3,3,2,3,3,4,3,3,3,4,3,4,3,3,3,4,4,4,4,3,3,3,3,4,5,4,3,60,2,"1,2,3",1,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3,NA,NA,NA,1,NA,NA,50,0,"1,5",NA,NA,NA,NA,NA,NA,NA,"Habe diese App noch nicht ",3,4,4,3,3,3,4,2,4,2,4,3,4,5,2,3,3,3,2,2,3,5,4,5,6,2,2,2,2,3,4,2,NA
"70",704,1,5,2,30,4,5,1,0,0,91,2,4,3,4,0,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,3,3,3,3,5,3,5,4,5,5,3,3,3,2,4,5,5,5,40,4,"7",1,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,30,0,"2,7",NA,NA,NA,NA,NA,NA,NA,"nein",2,1,2,2,2,3,6,6,3,1,6,6,6,6,2,2,2,2,2,2,4,4,6,4,5,1,1,1,1,3,4,1,NA
"71",1073,1,5,2,47,2,3,1,0,0,25,1,5,2,4,0,1,3,5,1,4,2,1,5,5,5,5,5,5,5,5,3,3,1,3,3,3,3,3,3,3,3,3,3,3,2,5,5,5,5,40,2,"7",1,2,NA,NA,NA,NA,NA,NA,NA,0,"Mein Smartphone ist da nicht kompatibel mit","8",NA,NA,NA,NA,NA,NA,NA,80,0,"1,2,3,4,5,6,7",NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,3,3,3,6,3,6,1,6,6,6,6,3,1,1,1,4,1,3,3,2,5,6,2,1,3,2,1,5,1,NA
"72",709,1,5,2,29,5,5,1,0,0,29,4,4,3,3,0,3,2,2,1,2,3,2,3,2,2,1,2,3,5,3,2,3,4,3,2,3,3,5,5,4,5,4,5,3,2,5,5,5,5,65,1,"4",1,2,NA,NA,NA,NA,NA,NA,NA,0,"Ich benutze kein passendes Smartphone","7",NA,NA,NA,NA,NA,NA,NA,25,0,"1,2,3,5",NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,2,4,6,4,6,4,3,3,2,4,4,4,4,4,4,3,1,6,6,3,3,1,2,1,1,1,4,2,NA
"73",976,1,5,2,60,2,5,1,0,0,50,5,4,4,4,0,3,1,1,3,4,4,1,3,1,1,4,4,4,4,3,2,2,2,5,3,2,5,5,5,4,3,5,4,4,2,4,5,5,5,80,2,"1,2",1,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,80,1,"5",NA,NA,NA,NA,NA,NA,NA,NA,4,1,3,2,3,4,6,5,3,2,5,5,6,5,4,3,4,4,4,3,2,6,4,4,5,1,1,1,1,1,4,1,NA
"74",1042,1,5,2,26,1,1,1,0,0,51,4,5,5,4,0,3,1,2,4,4,5,1,3,2,3,4,4,4,3,3,3,5,3,4,3,3,4,5,2,3,3,3,2,2,2,3,5,5,5,50,2,"7",1,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,50,0,"1,4",NA,NA,NA,NA,NA,NA,NA,"Ich habe die app noch nicht",1,2,4,2,4,4,3,3,5,4,3,3,5,4,4,1,4,2,4,2,5,6,6,3,6,1,4,3,1,2,2,1,NA
"75",1113,1,5,2,30,3,2,1,0,1,43,5,4,5,3,0,3,5,3,3,5,5,2,3,2,3,4,4,4,3,3,3,4,2,5,4,4,5,5,5,5,4,5,4,5,2,5,5,5,5,85,1,"2",1,1,2,1,2,1,NA,"zur eigenen sicherheit","1,2,3",NA,NA,NA,1,NA,NA,NA,1,NA,NA,65,1,"2,5",NA,1,2,2,2,"3,7,9","2,6,7,9"," nein",2,1,2,1,2,5,6,3,2,2,4,4,4,1,4,4,4,3,3,3,5,5,4,5,6,1,3,1,1,1,5,1,NA
"76",1175,1,5,2,32,6,2,1,0,1,66,3,4,5,5,0,2,4,5,4,4,4,3,4,3,4,5,5,5,5,5,3,4,1,4,4,4,4,5,2,4,3,4,1,3,2,4,4,4,5,40,2,"2,6",2,1,3,1,2,0,NA,"Um die den aktuellen stand in meiner Nï¿½ï¿½he zu wis","2,3",NA,NA,NA,1,NA,NA,NA,1,NA,NA,45,0,"1,4,5",NA,4,4,3,3,"3,6,9","3,4,7","Nein ",3,4,4,3,3,4,4,3,5,3,3,3,4,2,4,3,3,2,3,2,3,3,3,5,6,1,3,1,1,1,5,1,NA
"77",895,1,5,2,19,4,2,1,0,0,42,2,4,3,4,0,1,2,2,3,1,4,1,3,2,1,2,1,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,4,5,5,3,60,1,"1,2",1,2,NA,NA,NA,NA,NA,NA,NA,0,"Mï¿½ï¿½chte nicht ï¿½ï¿½berwacht werden, keine Garantie auf Sicherheit und Zuverlï¿½","1,3,4,5,9",NA,NA,NA,NA,NA,NA,NA,40,0,"1,2,4,5,6,7",NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,2,3,3,1,1,5,1,1,2,3,3,4,4,4,4,4,4,5,5,4,5,1,3,3,3,4,4,3,NA
"78",3170,1,5,2,49,5,1,1,0,1,3,1,2,1,1,0,1,4,4,2,2,1,1,2,3,4,2,2,1,2,1,4,5,4,3,4,4,3,4,4,4,4,4,3,3,2,4,4,3,5,50,4,"7",1,2,NA,NA,NA,NA,NA,NA,NA,0,"Uninteressant","4",NA,NA,NA,NA,NA,NA,NA,10,0,"6",NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2,4,2,5,3,1,2,2,2,4,4,4,4,4,4,6,4,7,5,6,5,5,1,5,5,1,2,NA
"79",1170,1,5,2,49,3,3,1,0,0,30,3,2,2,2,0,1,2,2,2,3,3,2,1,2,4,3,2,3,3,2,3,3,2,4,3,2,3,5,3,3,3,3,3,4,2,5,5,5,5,65,2,"1,2,3,5",1,2,NA,NA,NA,NA,NA,NA,NA,0,"Ich bin mir nicht sicher welche Daten weitergegeben werden.","1,2,5,6,9",NA,NA,NA,NA,NA,NA,NA,25,0,"1,5",NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,2,5,6,1,6,5,1,1,1,2,3,3,4,3,4,1,6,6,6,6,6,2,5,4,4,5,2,3,NA
"80",1221,1,5,2,26,3,2,1,0,0,80,4,4,4,4,1,2,4,3,4,4,3,1,3,3,3,4,4,4,3,4,4,3,3,4,3,2,4,4,3,5,3,4,3,5,1,4,1,5,3,30,4,"5",2,1,5,0,NA,1,"5,7","Gut","2,3",NA,NA,NA,1,NA,NA,NA,1,NA,NA,30,1,"2,7",NA,NA,NA,NA,NA,NA,NA,"Ohne ",4,5,3,3,4,4,5,5,4,4,4,3,3,4,3,2,2,2,3,2,6,7,5,7,6,3,4,1,5,4,5,4,"Sher gut"
"81",1877,1,5,2,36,4,5,1,0,0,2,2,3,2,2,1,2,2,3,2,2,2,2,2,2,5,2,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,4,4,4,5,70,4,"7",1,1,3,1,2,0,NA,"hilft dem gesundheitsamt","2,3,6",NA,NA,NA,3,NA,NA,NA,1,NA,NA,65,0,"1,7",NA,1,4,4,4,"3,5,6,7,9","3,4,5,6,7,9,10","alles ok ",4,1,1,3,3,5,4,3,5,4,3,3,3,5,4,4,4,4,4,4,7,5,7,4,5,3,3,3,3,3,4,3,NA
"82",1491,1,5,2,23,6,3,1,0,1,50,2,3,2,3,0,3,2,3,3,3,5,2,3,1,3,3,3,5,3,3,2,4,2,3,2,2,5,5,3,4,4,3,1,5,2,4,4,5,4,75,1,"4",1,1,4,1,1,1,NA,"Weil ich jetzt doch einige kenne die positiv getestet wurden und wissen mï¿½ï¿½chte wenn ich Kontakt zu jemanden ha","2,3,4,5",NA,NA,NA,1,NA,NA,NA,1,NA,NA,60,0,"1,3,4,5",NA,2,5,5,1,"6,7","2,3,4,5,6,7,9,11,12",NA,4,1,4,4,4,5,5,5,4,2,5,5,4,4,4,4,2,2,2,2,4,3,3,3,6,1,3,1,4,3,2,3,NA
"83",2763,1,5,2,69,2,2,0,0,0,10,3,3,2,3,0,3,1,1,5,5,5,1,3,1,1,5,5,5,5,5,4,3,1,4,4,3,3,5,5,4,4,4,2,3,2,5,5,5,5,90,1,"1,2",1,2,NA,NA,NA,NA,NA,NA,NA,0,"Ich besitze kein Smartphone, ansonsten wï¿½ï¿½rde ich die App runterla","7",NA,NA,NA,NA,NA,NA,NA,60,0,"2,3,4,6",NA,NA,NA,NA,NA,NA,NA,NA,6,1,1,5,5,6,4,6,1,1,6,6,1,6,2,3,3,3,3,1,4,6,4,4,6,1,1,1,1,1,5,1,"Die bedeutende Umfrage erweckt meine Nachdenklichkeit, wie jeden Tag, an dem ich unterwegs bin, um ehrenamtlich ï¿½ï¿½lteren Menschen bei ihren alltï¿½ï¿½glichen Arbeiten zu helfen und das mit voller Verantwortung und Zu- gestï¿½ï¿½ndnissen der vorgegebenen Regelmaï¿½ï¿½nahmen, die fï¿½ï¿½r mich als selbstverstï¿½ï¿½ndlich akzeptiert werden. Schade, daï¿½ï¿½ "
"84",701,1,5,2,68,2,2,0,0,0,50,4,4,3,3,0,2,2,2,3,3,3,2,3,3,3,4,4,4,5,5,4,4,1,4,4,4,4,5,4,4,4,4,4,4,2,5,5,5,5,75,4,"1",2,2,NA,NA,NA,NA,NA,NA,NA,0,"kein handy oder smartphone","7",NA,NA,NA,NA,NA,NA,NA,60,0,"2,4,5,7",NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,3,3,3,4,3,4,4,3,3,3,3,2,2,3,3,3,3,4,4,4,5,5,1,2,2,1,1,4,1,"sehr interessantes thema"
